Data;Gastos com COVID-19;Ação Governo Código;Ação Governo Nome;Ministério Código;Ministério Nome;Órgão UGE Código;Órgão UGE Nome;Natureza Despesa Código;Natureza Despesa Nome;Natureza Despesa Detalhada Código;Natureza Despesa Detalhada Nome;Modalidade Aplicação Código;Modalidade Aplicação Nome;Função Governo Código;Função Governo Nome;Subfunção Governo Código;Subfunção Governo Nome;Elemento Despesa Código;Elemento Despesa Nome;Fonte Recursos Código;Fonte Recursos Nome;Fonte Recursos Detalhada Código;Fonte Recursos Detalhada Nome;Tipo Crédito Código;Item Informação;Dotação Atualizada (R$);Dotação Atualizada (bilhões de R$);Despesas pagas (R$);Despesas pagas (bilhões de R$)
01/02/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;339040;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;339040-9;NAO SE APLICA;90;APLICACOES DIRETAS;05;DEFESA NACIONAL;153;DEFESA TERRESTRE;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;88;RECURSOS FINANCEIROS DE LIVRE APLICACAO;0188000000;RECURSOS FINANCEIROS DE LIVRE APLICACAO;G;EXTRAORDINARIO;10990;0,00001099;;
01/02/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;449000;APLICACOES DIRETAS;449000-9;NAO SE APLICA;90;APLICACOES DIRETAS;05;DEFESA NACIONAL;153;DEFESA TERRESTRE;00;[A DETALHAR];88;RECURSOS FINANCEIROS DE LIVRE APLICACAO;0188000000;RECURSOS FINANCEIROS DE LIVRE APLICACAO;G;EXTRAORDINARIO;1258050,9;0,001258051;;
01/02/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;449052;EQUIPAMENTOS E MATERIAL PERMANENTE;449052-9;NAO SE APLICA;90;APLICACOES DIRETAS;05;DEFESA NACIONAL;153;DEFESA TERRESTRE;52;EQUIPAMENTOS E MATERIAL PERMANENTE;88;RECURSOS FINANCEIROS DE LIVRE APLICACAO;0188000000;RECURSOS FINANCEIROS DE LIVRE APLICACAO;G;EXTRAORDINARIO;375495,1;0,000375495;;
01/03/2020;Ampliação do Programa Bolsa Família;8442;TRANSFERENCIA DE RENDA DIRETAMENTE AS FAMILIAS EM CONDICAO D;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;339048;OUTROS AUXILIOS FINANCEIROS A PESSOA FISICA;339048-9;NAO SE APLICA;90;APLICACOES DIRETAS;08;ASSISTENCIA SOCIAL;244;ASSISTENCIA COMUNITARIA;48;OUTROS AUXILIOS FINANCEIROS A PESSOAS FISICAS;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;3037598000;3,037598;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;335000;TRANSF. A INST. PRIVADAS SEM FINS LUCRATIVOS;335000-9;NAO SE APLICA;50;TRANSF. A INST. PRIVADAS S/ FINS LUCRATIVOS;19;CIENCIA E TECNOLOGIA;572;DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;50000000;0,05;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;339000;APLICACOES DIRETAS;339000-9;NAO SE APLICA;90;APLICACOES DIRETAS;19;CIENCIA E TECNOLOGIA;572;DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;30000000;0,03;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;445000;TRANSF. A INST. PRIVADAS_S/ FINS LUCRATIVOS;445000-9;NAO SE APLICA;50;TRANSF. A INST. PRIVADAS S/ FINS LUCRATIVOS;19;CIENCIA E TECNOLOGIA;572;DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;20000000;0,02;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26294;HOSPITAL DE CLINICAS DE PORTO ALEGRE;339030;MATERIAL DE CONSUMO;339030-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;30;MATERIAL DE CONSUMO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;9884250;0,00988425;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26294;HOSPITAL DE CLINICAS DE PORTO ALEGRE;339030;MATERIAL DE CONSUMO;33903028;MATERIAL DE PROTECAO E SEGURANCA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;30;MATERIAL DE CONSUMO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;;;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26294;HOSPITAL DE CLINICAS DE PORTO ALEGRE;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;339039-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;115750;0,00011575;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26294;HOSPITAL DE CLINICAS DE PORTO ALEGRE;449051;OBRAS E INSTALACOES;449051-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;51;OBRAS E INSTALACOES;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;3500000;0,0035;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26294;HOSPITAL DE CLINICAS DE PORTO ALEGRE;449052;EQUIPAMENTOS E MATERIAL PERMANENTE;449052-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;52;EQUIPAMENTOS E MATERIAL PERMANENTE;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;43500000;0,0435;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;339000;APLICACOES DIRETAS;339000-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;96232011,57;0,096232012;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;339000;APLICACOES DIRETAS;339000-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100915002;DESCENTRALIZACOES INTERNAS - EBSERH/MEC;G;EXTRAORDINARIO;4155723,9;0,004155724;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;339030;MATERIAL DE CONSUMO;339030-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;30;MATERIAL DE CONSUMO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;28401259,24;0,028401259;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;339030;MATERIAL DE CONSUMO;339030-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;30;MATERIAL DE CONSUMO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100915002;DESCENTRALIZACOES INTERNAS - EBSERH/MEC;G;EXTRAORDINARIO;24927737,95;0,024927738;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;339039-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100915002;DESCENTRALIZACOES INTERNAS - EBSERH/MEC;G;EXTRAORDINARIO;283267,34;0,000283267;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;449000;APLICACOES DIRETAS;449000-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;49911842,72;0,049911843;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;449000;APLICACOES DIRETAS;449000-9;NAO SE APLICA;90;APLICACOES DIRETAS;10;SAUDE;122;ADMINISTRACAO GERAL;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0100915002;DESCENTRALIZACOES INTERNAS - EBSERH/MEC;G;EXTRAORDINARIO;88157,28;8,81573E-05;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;338000;TRANSFERENCIAS AO EXTERIOR;338000-9;NAO SE APLICA;80;TRANSFERENCIAS AO EXTERIOR;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;12000000;0,012;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339000;APLICACOES DIRETAS;339000-9;NAO SE APLICA;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;00;[A DETALHAR];00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;48809590;0,04880959;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339030;MATERIAL DE CONSUMO;339030-9;NAO SE APLICA;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;30;MATERIAL DE CONSUMO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;103590;0,00010359;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339033;PASSAGENS E DESPESAS COM LOCOMOCAO;339033-9;NAO SE APLICA;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;33;PASSAGENS E DESPESAS COM LOCOMOCAO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;879640;0,00087964;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339033;PASSAGENS E DESPESAS COM LOCOMOCAO;33903302;PASSAGENS PARA O EXTERIOR;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;33;PASSAGENS E DESPESAS COM LOCOMOCAO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;;;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339033;PASSAGENS E DESPESAS COM LOCOMOCAO;33903303;LOCACAO DE MEIOS DE TRANSPORTE;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;33;PASSAGENS E DESPESAS COM LOCOMOCAO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;;;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339033;PASSAGENS E DESPESAS COM LOCOMOCAO;33903305;LOCOMOCAO URBANA;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;33;PASSAGENS E DESPESAS COM LOCOMOCAO;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;;;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339036;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;339036-9;NAO SE APLICA;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;36;OUTROS SERVICOS DE TERCEIROS - P.FISICA;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;103590;0,00010359;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339036;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;33903632;SERVICOS DE ASSISTENCIA SOCIAL;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;36;OUTROS SERVICOS DE TERCEIROS - P.FISICA;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;;;;
01/03/2020;Despesas Adicionais do Ministério da Saúde e Demais Ministérios;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;339039-9;NAO SE APLICA;90;APLICACOES DIRETAS;07;RELACOES EXTERIORES;211;RELACOES DIPLOMATICAS;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;00;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0300000000;RECURSOS PRIMARIOS DE LIVRE APLICACAO;G;EXTRAORDINARIO;103590;0,00010359;;
